Username;Password;Nombre;Apellido;Rut;Email;CentroCostoId;Enabled
Leigh.Carlson;945642848;Leigh;Carlson;31389133-K;l_carlson@camanchaca.cl;3;1
Quinn.Reilly;560576212;Quinn;Reilly;45693897-3;q-reilly3308@camanchaca.cl;3;0
Uriah.Olson;364479008;Uriah;Olson;43278566-1;olsonuriah@camanchaca.cl;1;1
Marsden.Gregory;205075303;Marsden;Gregory;13262361-9;m_gregory6033@camanchaca.cl;6;1
Wayne.Koch;531245761;Wayne;Koch;4194895-7;wkoch@camanchaca.cl;3;0
Uriah.Gibson;657998726;Uriah;Gibson;32685750-5;u_gibson@camanchaca.cl;2;0
Ignacia.Porter;332908974;Ignacia;Porter;50780925-1;porter_ignacia@camanchaca.cl;7;1
Megan.Duffy;810553610;Megan;Duffy;47974425-4;mduffy@camanchaca.cl;8;1
Carter.Marks;314711359;Carter;Marks;50629223-9;c_marks5829@camanchaca.cl;8;1
Carlos.Elliott;882547670;Carlos;Elliott;47968764-1;carlos.elliott@camanchaca.cl;7;1
Abel.Solomon;311872470;Abel;Solomon;20952303-5;a-solomon5077@camanchaca.cl;6;0
Jakeem.Salinas;248845456;Jakeem;Salinas;21456254-5;s_jakeem@camanchaca.cl;5;1
Lacota.Reynolds;903021440;Lacota;Reynolds;2022544-0;reynolds-lacota@camanchaca.cl;2;1
Hiram.Pennington;237584812;Hiram;Pennington;25139216-1;h_pennington6157@camanchaca.cl;1;1
Diana.Bishop;12194882;Diana;Bishop;30863310-1;b_diana@camanchaca.cl;6;1
Paul.Riggs;428762647;Paul;Riggs;46345469-8;r.paul2900@camanchaca.cl;1;0
Lee.French;578441291;Lee;French;30333458-0;l.french@camanchaca.cl;8;1
Octavius.Hunt;455697946;Octavius;Hunt;18663474-8;h.octavius4030@camanchaca.cl;2;0
Jana.Macias;696140564;Jana;Macias;32563726-9;macias-jana6960@camanchaca.cl;4;1
Salvador.Sloan;438182998;Salvador;Sloan;8709368-9;sloan.salvador1083@camanchaca.cl;8;1
Ralph.Watkins;993132229;Ralph;Watkins;21261263-4;watkins.ralph@camanchaca.cl;2;1
Brendan.Ramsey;723624267;Brendan;Ramsey;42132774-2;brendan-ramsey@camanchaca.cl;1;0
Sonia.Hopper;190263463;Sonia;Hopper;4789957-5;hsonia@camanchaca.cl;8;0
Eaton.Leach;95403698;Eaton;Leach;789198-9;e.leach2411@camanchaca.cl;8;1
Wylie.Nash;231861926;Wylie;Nash;15935226-9;nashwylie1941@camanchaca.cl;8;0
Porter.Strickland;363265167;Porter;Strickland;39135885-0;stricklandporter3913@camanchaca.cl;7;1
Dylan.Stone;90601561;Dylan;Stone;20266305-2;stone_dylan5726@camanchaca.cl;1;0
Sylvester.Gilmore;244280251;Sylvester;Gilmore;3069566-6;gilmore.sylvester@camanchaca.cl;1;0
Illana.Perez;142404575;Illana;Perez;8320244-0;i.perez@camanchaca.cl;4;1
Ria.Schneider;838075971;Ria;Schneider;30732825-9;riaschneider7090@camanchaca.cl;8;0
Violet.Oneal;68362927;Violet;Oneal;489672-6;v.oneal6686@camanchaca.cl;6;1
Stone.Clemons;946727846;Stone;Clemons;19843560-0;s-clemons1756@camanchaca.cl;5;0
Herman.Fulton;199488523;Herman;Fulton;31514997-5;fulton.herman1082@camanchaca.cl;5;0
Lyle.Sanchez;765963388;Lyle;Sanchez;4026025-0;lyle_sanchez7703@camanchaca.cl;3;1
Piper.Paul;864510597;Piper;Paul;875459-4;p.paul@camanchaca.cl;1;0
MacKenzie.Robinson;728891844;MacKenzie;Robinson;49146713-4;mackenzie-robinson7590@camanchaca.cl;2;0
Donna.Maynard;518371534;Donna;Maynard;4589806-7;d-maynard890@camanchaca.cl;6;0
Conan.Donaldson;624763264;Conan;Donaldson;3253755-3;donaldson-conan6257@camanchaca.cl;2;0
Myles.Hines;392684484;Myles;Hines;23848231-3;h.myles5552@camanchaca.cl;5;0
Melvin.Mccullough;98988872;Melvin;Mccullough;47481314-2;mcculloughmelvin6621@camanchaca.cl;6;0
Larissa.Gross;377672485;Larissa;Gross;8452841-2;l.gross8991@camanchaca.cl;4;1
India.Hughes;201740623;India;Hughes;26967466-0;hindia7746@camanchaca.cl;8;1
Tallulah.Torres;744399835;Tallulah;Torres;24411542-K;torres-tallulah2979@camanchaca.cl;5;1
Axel.Hayes;964404768;Axel;Hayes;25690601-5;a_hayes4492@camanchaca.cl;2;0
Callum.Nguyen;120316772;Callum;Nguyen;24137333-9;c_nguyen@camanchaca.cl;6;1
Buffy.Richmond;179560645;Buffy;Richmond;7537333-3;richmond_buffy6857@camanchaca.cl;5;0
Aquila.Pacheco;762974949;Aquila;Pacheco;35860136-7;paquila@camanchaca.cl;5;0
Linda.Mosley;157008967;Linda;Mosley;3532982-K;lmosley@camanchaca.cl;7;0
Cameron.Ross;393553488;Cameron;Ross;17279820-9;ross-cameron257@camanchaca.cl;1;1
Herrod.Blair;729396891;Herrod;Blair;20932581-0;b-herrod7420@camanchaca.cl;3;1
Gregory.Franklin;665743921;Gregory;Franklin;29610257-1;gregory_franklin5417@camanchaca.cl;6;0
Emerson.Calhoun;995418927;Emerson;Calhoun;10574881-7;cemerson@camanchaca.cl;1;1
Knox.Vinson;576474616;Knox;Vinson;49526180-8;k_vinson642@camanchaca.cl;6;1
Regina.Mcmillan;70152976;Regina;Mcmillan;25275175-0;r-mcmillan9271@camanchaca.cl;5;1
Yardley.Patton;319097226;Yardley;Patton;13589924-0;pyardley1270@camanchaca.cl;7;0
Wyatt.Johns;655408709;Wyatt;Johns;41675758-5;johns_wyatt@camanchaca.cl;6;1
Boris.Meyer;683118599;Boris;Meyer;16842885-5;meyer.boris7742@camanchaca.cl;8;1
Amena.Chandler;591520040;Amena;Chandler;49279906-8;a-chandler@camanchaca.cl;1;0
Rose.Dyer;898429063;Rose;Dyer;37232971-8;dyer_rose7756@camanchaca.cl;3;1
Zachary.Pearson;82822763;Zachary;Pearson;12334440-5;pearsonzachary@camanchaca.cl;1;0
Nyssa.Pate;912121140;Nyssa;Pate;6790525-3;npate@camanchaca.cl;3;1
Scott.Ayala;331757574;Scott;Ayala;18496819-3;sayala866@camanchaca.cl;2;1
Orson.Morin;348615119;Orson;Morin;47312245-6;omorin9186@camanchaca.cl;2;0
Allen.Mack;548033807;Allen;Mack;17327606-0;a.mack886@camanchaca.cl;1;0
Brielle.Burton;519676862;Brielle;Burton;369264-7;bbrielle6228@camanchaca.cl;5;0
Scarlet.Dorsey;203627773;Scarlet;Dorsey;8881666-8;d_scarlet@camanchaca.cl;4;1
Carson.Booker;483978890;Carson;Booker;21461268-2;cbooker@camanchaca.cl;6;0
Igor.Mcguire;654750255;Igor;Mcguire;6105758-7;imcguire9169@camanchaca.cl;7;0
Lacey.Buck;192491354;Lacey;Buck;43846861-7;buck.lacey9772@camanchaca.cl;4;1
Yvette.Orr;778210738;Yvette;Orr;12739391-5;y-orr4537@camanchaca.cl;6;0
Jade.Miller;659269973;Jade;Miller;37306216-2;m.jade6287@camanchaca.cl;4;1
Hop.Wooten;332403130;Hop;Wooten;17721774-3;w-hop3918@camanchaca.cl;4;0
Chester.Dillon;766357835;Chester;Dillon;7596573-7;dchester5926@camanchaca.cl;4;0
Plato.Hendrix;917134394;Plato;Hendrix;3369553-5;hendrixplato@camanchaca.cl;8;0
Wyatt.Osborne;439539529;Wyatt;Osborne;19408146-4;wyatt_osborne@camanchaca.cl;5;1
Melanie.Bowman;196197063;Melanie;Bowman;25148108-3;bowman-melanie4877@camanchaca.cl;7;0
Whilemina.Fernandez;867033329;Whilemina;Fernandez;17140533-5;w_fernandez@camanchaca.cl;3;0
Noel.Crane;581734744;Noel;Crane;13503751-6;crane_noel3864@camanchaca.cl;4;1
Alexander.Espinoza;271481679;Alexander;Espinoza;47967236-9;e.alexander7438@camanchaca.cl;4;1
Ashton.Grant;913734930;Ashton;Grant;39110254-6;g.ashton1843@camanchaca.cl;7;0
Gage.Solomon;281964424;Gage;Solomon;4990913-6;g-solomon@camanchaca.cl;8;1
Liberty.Buckner;975985023;Liberty;Buckner;18848625-8;l_buckner7845@camanchaca.cl;1;1
Richard.Campbell;108860303;Richard;Campbell;43379445-1;crichard@camanchaca.cl;1;1
Zephr.Mcdaniel;135555218;Zephr;Mcdaniel;21988520-2;zephr_mcdaniel@camanchaca.cl;5;0
Joelle.Solis;416121691;Joelle;Solis;2786337-K;solis_joelle5111@camanchaca.cl;3;1
Xander.Sellers;976691075;Xander;Sellers;16551767-9;sellers.xander@camanchaca.cl;4;0
Cameran.Bond;714962657;Cameran;Bond;15837573-7;cameran-bond@camanchaca.cl;3;0
Rylee.Espinoza;816686908;Rylee;Espinoza;45820217-6;r-espinoza@camanchaca.cl;7;0
Yael.Cortez;68000556;Yael;Cortez;41632899-4;cortez_yael@camanchaca.cl;6;0
Katelyn.Barrett;783842347;Katelyn;Barrett;44226480-5;barrettkatelyn3740@camanchaca.cl;6;1
Shelly.Diaz;154403703;Shelly;Diaz;47307427-3;s.diaz597@camanchaca.cl;3;1
Xyla.Webster;354622643;Xyla;Webster;27236472-9;webster-xyla7206@camanchaca.cl;7;1
Colorado.Meyers;316369572;Colorado;Meyers;18694813-0;meyers-colorado2877@camanchaca.cl;6;1
Aurelia.Pittman;255552705;Aurelia;Pittman;3595586-0;pittman.aurelia@camanchaca.cl;5;1
Leonard.Carson;452897954;Leonard;Carson;14564417-8;carson_leonard6573@camanchaca.cl;7;0
Merritt.Blake;916793402;Merritt;Blake;46721717-8;b_merritt3440@camanchaca.cl;4;0
Hyacinth.Haley;484901756;Hyacinth;Haley;3314272-2;haley_hyacinth@camanchaca.cl;7;1
Otto.Reed;434872738;Otto;Reed;2938719-2;otto.reed1208@camanchaca.cl;1;0
Howard.Ayala;726091683;Howard;Ayala;22639248-3;ayalahoward8745@camanchaca.cl;3;1
Margaret.Mercer;416462333;Margaret;Mercer;46351631-6;m-mercer957@camanchaca.cl;6;0
Dante.Hartman;109381468;Dante;Hartman;32907435-8;hartmandante@camanchaca.cl;6;1
Roary.Paul;852830993;Roary;Paul;29190854-3;paul-roary@camanchaca.cl;6;0
Bo.Abbott;731483282;Bo;Abbott;18390528-7;b_abbott3261@camanchaca.cl;5;0
Leslie.Cameron;797926603;Leslie;Cameron;24767365-2;lcameron@camanchaca.cl;1;1
Rudyard.Collier;330807821;Rudyard;Collier;2934613-5;r_collier4926@camanchaca.cl;7;1
Lani.Grant;221390578;Lani;Grant;49210970-3;lani-grant@camanchaca.cl;1;1
Orla.Glass;151757769;Orla;Glass;18110656-5;glass_orla4470@camanchaca.cl;5;0
Erica.Winters;599231164;Erica;Winters;1767128-6;w-erica6038@camanchaca.cl;3;0
Amena.Fisher;84391263;Amena;Fisher;10498696-K;a_fisher@camanchaca.cl;1;1
Brian.Lawson;65050402;Brian;Lawson;18137840-9;blawson@camanchaca.cl;7;0
Pascale.Pollard;841798400;Pascale;Pollard;16853313-6;ppollard4238@camanchaca.cl;6;0
Farrah.Weaver;933441160;Farrah;Weaver;37874573-K;w.farrah@camanchaca.cl;7;1
Darius.Cain;537397008;Darius;Cain;22467157-1;cain_darius3722@camanchaca.cl;2;0
Stella.Hendrix;589197977;Stella;Hendrix;42553351-7;hstella9801@camanchaca.cl;3;1
Signe.Daniel;159830189;Signe;Daniel;44668393-4;daniel_signe@camanchaca.cl;7;0
Eugenia.Ayala;502240093;Eugenia;Ayala;28220504-1;aeugenia@camanchaca.cl;6;1
Nelle.Mann;390909318;Nelle;Mann;16871638-9;nelle_mann@camanchaca.cl;1;1
Pascale.Greer;932152617;Pascale;Greer;25378528-4;gpascale@camanchaca.cl;1;1
Wilma.Brady;420120334;Wilma;Brady;930347-2;wbrady8530@camanchaca.cl;8;0
Breanna.Woodard;845510188;Breanna;Woodard;18190932-3;woodard.breanna@camanchaca.cl;3;0
Sopoline.Bond;177220661;Sopoline;Bond;49522613-1;sopoline-bond769@camanchaca.cl;1;1
Edan.Duncan;434158792;Edan;Duncan;33519976-6;e-duncan@camanchaca.cl;6;0
India.Michael;90353142;India;Michael;41704945-2;india.michael6485@camanchaca.cl;7;1
Roanna.Perkins;997959455;Roanna;Perkins;9543959-4;p.roanna248@camanchaca.cl;3;1
Fitzgerald.Hubbard;430329921;Fitzgerald;Hubbard;16142488-9;h-fitzgerald@camanchaca.cl;6;0
Finn.Parks;433677709;Finn;Parks;5852215-5;parks_finn464@camanchaca.cl;2;0
Igor.Walters;486347206;Igor;Walters;9845640-6;waltersigor@camanchaca.cl;4;0
Lani.Clayton;857383567;Lani;Clayton;4269458-4;l.clayton342@camanchaca.cl;4;1
Ray.Mcguire;70575346;Ray;Mcguire;7771117-1;rmcguire@camanchaca.cl;5;0
Xena.Raymond;354160434;Xena;Raymond;39536180-5;rxena4252@camanchaca.cl;5;1
Ariana.Jacobson;57980998;Ariana;Jacobson;7113872-0;jariana7080@camanchaca.cl;8;0
Jared.Rowland;798796521;Jared;Rowland;275434-7;j-rowland@camanchaca.cl;8;1
Solomon.Weiss;260674304;Solomon;Weiss;37681379-7;s-weiss@camanchaca.cl;6;0
Kalia.Zamora;693109384;Kalia;Zamora;6305919-6;zamora.kalia@camanchaca.cl;7;0
Raphael.Henry;632523261;Raphael;Henry;38820749-3;henry.raphael@camanchaca.cl;2;0
Keith.Huber;464067792;Keith;Huber;7342587-5;keith.huber1985@camanchaca.cl;4;1
Clinton.Haney;899477449;Clinton;Haney;20947730-0;c-haney7613@camanchaca.cl;2;1
Nell.Joyce;501040625;Nell;Joyce;46531719-1;njoyce6022@camanchaca.cl;8;1
Colorado.Christian;660163142;Colorado;Christian;1328664-7;c_colorado@camanchaca.cl;3;1
Jescie.Richardson;463001355;Jescie;Richardson;27358116-2;richardsonjescie2936@camanchaca.cl;7;0
Jerome.Barnes;448740284;Jerome;Barnes;46829169-K;barnesjerome1577@camanchaca.cl;5;0
Caldwell.Sandoval;61273808;Caldwell;Sandoval;43800805-5;s_caldwell7034@camanchaca.cl;2;1
Neil.Wilson;692430236;Neil;Wilson;16891925-5;wilson_neil@camanchaca.cl;4;1
Ruby.Diaz;735405365;Ruby;Diaz;15476661-8;r_diaz@camanchaca.cl;1;0
Sawyer.Baker;642418312;Sawyer;Baker;1418440-6;baker.sawyer3554@camanchaca.cl;6;1
Sigourney.Fuentes;224737073;Sigourney;Fuentes;2272724-9;s.fuentes2897@camanchaca.cl;1;0
Rashad.Aguilar;986578082;Rashad;Aguilar;44473130-3;aguilar.rashad@camanchaca.cl;3;0
Amir.Watkins;412321843;Amir;Watkins;36775798-1;w_amir9567@camanchaca.cl;2;0
Christian.Olson;995610824;Christian;Olson;29960775-5;colson@camanchaca.cl;5;0
Shaeleigh.Lindsey;172061210;Shaeleigh;Lindsey;47195539-6;slindsey@camanchaca.cl;5;1
Daria.Mooney;723025774;Daria;Mooney;30817545-6;daria-mooney8421@camanchaca.cl;4;1
Reese.Nguyen;461561996;Reese;Nguyen;14777606-3;reese_nguyen9896@camanchaca.cl;6;0
Alfonso.Dickson;537359216;Alfonso;Dickson;23870762-5;dickson_alfonso7152@camanchaca.cl;5;1
Hamish.Walls;983046652;Hamish;Walls;21568506-3;hwalls915@camanchaca.cl;6;1
Aspen.Melendez;379975283;Aspen;Melendez;45508210-2;aspen-melendez@camanchaca.cl;3;0
Dara.Salas;374219251;Dara;Salas;3269143-9;salas.dara@camanchaca.cl;1;0
Brock.Mathews;38964904;Brock;Mathews;16738578-8;m-brock@camanchaca.cl;5;1
Uma.Hood;537180277;Uma;Hood;9425982-7;umahood2677@camanchaca.cl;4;0
Montana.Porter;148010489;Montana;Porter;4737224-0;portermontana312@camanchaca.cl;8;0
Lacy.Lewis;884610515;Lacy;Lewis;16572643-K;lewis_lacy5452@camanchaca.cl;6;0
Chaim.Graham;964256538;Chaim;Graham;9969600-1;c.graham@camanchaca.cl;3;1
Hilda.Travis;766992893;Hilda;Travis;20728559-5;h.travis8875@camanchaca.cl;2;0
Allistair.Russell;673197347;Allistair;Russell;43481320-4;russell-allistair7389@camanchaca.cl;4;1
Cullen.Young;973712499;Cullen;Young;11502115-K;cullenyoung8958@camanchaca.cl;6;1
Rafael.Howell;240013763;Rafael;Howell;7561481-0;r-howell4879@camanchaca.cl;7;1
Dalton.Barrera;529335945;Dalton;Barrera;24773562-3;barrera-dalton625@camanchaca.cl;3;1
Anne.Warren;251520925;Anne;Warren;2512549-5;w-anne@camanchaca.cl;6;1
Claire.Bowman;326213800;Claire;Bowman;269651-7;c-bowman2929@camanchaca.cl;4;0
Hyatt.Leon;51065416;Hyatt;Leon;11546245-8;h_leon@camanchaca.cl;2;0
Jarrod.Gill;39369587;Jarrod;Gill;22224962-7;gill-jarrod489@camanchaca.cl;8;1
Jerome.Freeman;595616936;Jerome;Freeman;20247599-K;f_jerome@camanchaca.cl;4;0
Amery.Maynard;67508285;Amery;Maynard;20229162-7;maynardamery7331@camanchaca.cl;8;1
Rama.Cantu;318104816;Rama;Cantu;868871-0;ramacantu@camanchaca.cl;3;0
Erin.Park;764171289;Erin;Park;17853790-3;erinpark@camanchaca.cl;6;1
Breanna.Kemp;941866323;Breanna;Kemp;14181490-7;breanna.kemp@camanchaca.cl;2;1
Barry.Warner;558599457;Barry;Warner;11344983-7;warner-barry3983@camanchaca.cl;6;1
Garth.Simpson;65045317;Garth;Simpson;33353925-K;simpson_garth@camanchaca.cl;4;0
Keane.Mason;264632828;Keane;Mason;17166446-2;mason.keane2067@camanchaca.cl;7;0
Emery.Frazier;982591748;Emery;Frazier;30879452-0;emery_frazier1238@camanchaca.cl;6;0
Hoyt.Bray;606292432;Hoyt;Bray;34230819-8;h_bray@camanchaca.cl;6;0
Mary.Day;77080086;Mary;Day;23437331-5;day.mary4208@camanchaca.cl;2;1
Constance.Fitzgerald;459017610;Constance;Fitzgerald;40284976-2;fitzgerald_constance@camanchaca.cl;7;1
Cody.Ferguson;366591127;Cody;Ferguson;3794812-8;c-ferguson8933@camanchaca.cl;5;1
Lana.Snider;722210978;Lana;Snider;45666108-4;snider_lana@camanchaca.cl;8;1
Kelly.Jensen;255197772;Kelly;Jensen;16851532-4;k_jensen9337@camanchaca.cl;5;0
Branden.Clark;159607633;Branden;Clark;47468369-9;brandenclark9662@camanchaca.cl;6;0
Clementine.Monroe;712845454;Clementine;Monroe;46470660-7;monroe-clementine@camanchaca.cl;5;1
Ashely.Fischer;813023392;Ashely;Fischer;17166963-4;fischer.ashely@camanchaca.cl;7;0
Derek.Lara;743882962;Derek;Lara;254248-K;derek.lara9708@camanchaca.cl;6;0
Dominique.Simpson;735777018;Dominique;Simpson;1641265-1;d_simpson@camanchaca.cl;1;1
Gabriel.Edwards;353606140;Gabriel;Edwards;42532413-6;edwards.gabriel1428@camanchaca.cl;2;1
Isabelle.Vance;953021551;Isabelle;Vance;2690777-2;isabelle.vance@camanchaca.cl;4;1
Addison.Cooke;86871736;Addison;Cooke;25778914-4;c-addison@camanchaca.cl;3;1
Jana.Sanchez;708779555;Jana;Sanchez;12731183-8;sjana8824@camanchaca.cl;1;1
Cherokee.Lane;606384166;Cherokee;Lane;8532129-3;l-cherokee@camanchaca.cl;7;0
Kathleen.Tyson;334966134;Kathleen;Tyson;24896322-0;k-tyson@camanchaca.cl;2;0
Yuli.Olson;109496227;Yuli;Olson;871997-7;yuliolson@camanchaca.cl;8;1
Caesar.Davis;458751369;Caesar;Davis;27933586-4;c-davis9470@camanchaca.cl;6;0
Jordan.Summers;373886597;Jordan;Summers;40219917-2;s.jordan5007@camanchaca.cl;5;0
Jaden.Hunt;803097286;Jaden;Hunt;936403-K;jaden-hunt9589@camanchaca.cl;4;0
Brenna.Daniels;903375612;Brenna;Daniels;3186132-2;d-brenna9187@camanchaca.cl;2;0
Hiroko.Craig;27029057;Hiroko;Craig;49891672-4;craighiroko@camanchaca.cl;5;0
Marvin.Fuller;537064657;Marvin;Fuller;19770408-K;m_fuller2385@camanchaca.cl;1;1
Cooper.Lawson;556156473;Cooper;Lawson;16520684-3;lcooper@camanchaca.cl;8;1
Aristotle.Anderson;499050187;Aristotle;Anderson;863367-3;a_aristotle@camanchaca.cl;4;1
Jaquelyn.Gutierrez;23465032;Jaquelyn;Gutierrez;18139449-8;j-gutierrez6156@camanchaca.cl;1;1
Phyllis.Bauer;775625260;Phyllis;Bauer;11720936-9;phyllis_bauer196@camanchaca.cl;3;0
Raymond.Wells;200996979;Raymond;Wells;25844165-6;r-wells@camanchaca.cl;6;1
Kato.Serrano;895912847;Kato;Serrano;43973516-3;kato-serrano6474@camanchaca.cl;7;0
Gary.Frank;72332229;Gary;Frank;13200659-8;frankgary@camanchaca.cl;5;0
Henry.Downs;741477033;Henry;Downs;19908745-2;downs.henry5830@camanchaca.cl;3;1
Jack.Perkins;991808600;Jack;Perkins;28435659-4;jperkins@camanchaca.cl;6;1
Daria.England;245470106;Daria;England;38768331-3;d-england20@camanchaca.cl;1;0
Hakeem.Pate;300430155;Hakeem;Pate;92278-1;pate_hakeem3524@camanchaca.cl;5;0
Mara.Kelley;819217702;Mara;Kelley;22947163-5;mkelley8552@camanchaca.cl;6;0
Elliott.Green;27905461;Elliott;Green;3844421-2;e.green@camanchaca.cl;8;1
Jillian.Gross;709432977;Jillian;Gross;20447201-7;g.jillian@camanchaca.cl;3;0
Jacob.Salas;831708364;Jacob;Salas;22772901-5;salasjacob@camanchaca.cl;2;0
Buckminster.Snider;424326769;Buckminster;Snider;37472921-7;snider_buckminster6510@camanchaca.cl;2;1
Victoria.Chase;110952700;Victoria;Chase;641163-0;c.victoria@camanchaca.cl;1;1
Dana.Espinoza;459196232;Dana;Espinoza;4745315-1;espinoza_dana@camanchaca.cl;7;1
Mannix.Hartman;833663622;Mannix;Hartman;16609296-5;hartmanmannix3974@camanchaca.cl;8;1
Aspen.Mccray;29540082;Aspen;Mccray;47557184-3;aspenmccray@camanchaca.cl;4;0
Rooney.Hernandez;688354733;Rooney;Hernandez;8615642-3;h.rooney@camanchaca.cl;1;0
Evangeline.Goodman;781502355;Evangeline;Goodman;25167581-3;gevangeline@camanchaca.cl;5;0
Geoffrey.Snyder;832636007;Geoffrey;Snyder;40675907-5;gsnyder@camanchaca.cl;5;1
Joan.Reese;166583290;Joan;Reese;18108750-1;rjoan@camanchaca.cl;6;1
Joseph.Vega;159830709;Joseph;Vega;24963943-5;jvega9190@camanchaca.cl;6;0
Lucian.Hodges;471749659;Lucian;Hodges;29571708-4;lucian.hodges@camanchaca.cl;3;1
Giselle.Booth;399957756;Giselle;Booth;19697298-6;b-giselle@camanchaca.cl;2;0
Branden.Fuller;346896685;Branden;Fuller;7373701-K;f-branden@camanchaca.cl;5;1
Jameson.Banks;573597201;Jameson;Banks;22774670-K;banksjameson475@camanchaca.cl;8;0
Armand.Phelps;165846983;Armand;Phelps;41979996-3;armand_phelps4176@camanchaca.cl;1;0
Laith.Huber;695759299;Laith;Huber;34989171-9;huberlaith3689@camanchaca.cl;1;0
Herman.Baldwin;184945670;Herman;Baldwin;46893345-4;h_baldwin@camanchaca.cl;1;1
Erin.Ellison;11405905;Erin;Ellison;7950691-5;erin_ellison@camanchaca.cl;2;0
Bradley.Hurst;524030563;Bradley;Hurst;21244256-9;bradleyhurst@camanchaca.cl;6;1
Sawyer.Dixon;126914154;Sawyer;Dixon;224409-8;dixon-sawyer@camanchaca.cl;4;1
Minerva.Mcdowell;194750243;Minerva;Mcdowell;44888609-3;minervamcdowell@camanchaca.cl;7;1
Kirk.Lamb;414397490;Kirk;Lamb;6448718-3;k.lamb@camanchaca.cl;7;0
Dominic.Whitfield;494615523;Dominic;Whitfield;16982496-7;whitfielddominic@camanchaca.cl;7;0
Denton.Merritt;975155828;Denton;Merritt;6208866-4;merrittdenton@camanchaca.cl;5;1
Judah.Mills;931835697;Judah;Mills;48173279-4;j.mills1028@camanchaca.cl;3;1
Mia.Avery;88305863;Mia;Avery;42785839-1;avery_mia@camanchaca.cl;7;0
Kay.Estes;921412956;Kay;Estes;31712329-9;kay-estes183@camanchaca.cl;7;0
Raya.Lester;366933087;Raya;Lester;42772272-4;raya.lester@camanchaca.cl;8;1
Cecilia.Swanson;673968004;Cecilia;Swanson;1249889-6;cecilia-swanson1743@camanchaca.cl;1;1
Yoshi.Keller;158626293;Yoshi;Keller;8675910-1;keller-yoshi1246@camanchaca.cl;5;0
Hayley.Bryan;86795483;Hayley;Bryan;21696140-4;bhayley5833@camanchaca.cl;7;1
Maisie.Carlson;725426427;Maisie;Carlson;4267818-K;carlsonmaisie5676@camanchaca.cl;5;1
Hamilton.Myers;870845111;Hamilton;Myers;22102454-0;h_myers9133@camanchaca.cl;7;0
Florence.Ferrell;701168840;Florence;Ferrell;44756639-7;florenceferrell8055@camanchaca.cl;8;1
Kermit.Burks;415981452;Kermit;Burks;47892205-1;kermit_burks@camanchaca.cl;2;0
Lyle.Colon;334890544;Lyle;Colon;21485512-7;c_lyle@camanchaca.cl;4;1
Gay.Lester;929253076;Gay;Lester;40515851-5;lester_gay@camanchaca.cl;5;1
Callum.Cooley;820564760;Callum;Cooley;5067381-2;c-cooley6468@camanchaca.cl;1;0
Oliver.Ramirez;864878391;Oliver;Ramirez;36660869-9;o.ramirez@camanchaca.cl;6;1
Kirk.Burt;283338565;Kirk;Burt;3674836-2;burt_kirk8530@camanchaca.cl;8;1
Aurelia.Blake;766847372;Aurelia;Blake;3139129-6;baurelia@camanchaca.cl;7;0
Jaquelyn.Newton;730031729;Jaquelyn;Newton;25860533-0;njaquelyn@camanchaca.cl;6;0
Haviva.Flowers;901269337;Haviva;Flowers;48273428-6;hflowers7931@camanchaca.cl;8;1
Sawyer.Holder;988153060;Sawyer;Holder;36170494-0;s.holder@camanchaca.cl;7;1
Aidan.Garrison;890019784;Aidan;Garrison;10858548-K;g-aidan@camanchaca.cl;8;0
Adena.Zamora;576276634;Adena;Zamora;28152569-7;a-zamora7117@camanchaca.cl;1;0
Leroy.Velasquez;721235124;Leroy;Velasquez;6206289-4;velasquez-leroy5136@camanchaca.cl;6;1
Amir.Hooper;551468974;Amir;Hooper;8311365-0;ahooper@camanchaca.cl;7;0
Wilma.Bradford;688060204;Wilma;Bradford;46162101-5;w_bradford@camanchaca.cl;4;0
Claire.Mueller;852191238;Claire;Mueller;35560822-0;claire.mueller@camanchaca.cl;2;0
Gabriel.Woodard;22422249;Gabriel;Woodard;33997987-1;g-woodard742@camanchaca.cl;1;1
Wade.Camacho;796231592;Wade;Camacho;44199728-0;c_wade3362@camanchaca.cl;1;1
Blossom.Aguirre;954423849;Blossom;Aguirre;45890909-1;aguirre_blossom@camanchaca.cl;4;1
Madaline.Woodard;504046648;Madaline;Woodard;2572753-3;madaline-woodard8343@camanchaca.cl;7;0
Maya.Garrison;560311552;Maya;Garrison;3022105-2;maya.garrison@camanchaca.cl;4;1
Keane.Aguilar;111651377;Keane;Aguilar;11758489-5;k_aguilar7902@camanchaca.cl;4;1
Edward.Benson;760462951;Edward;Benson;21559970-1;benson-edward3127@camanchaca.cl;5;1
Owen.French;875600849;Owen;French;33262290-0;owen.french2733@camanchaca.cl;3;0
Kiara.Shannon;846507682;Kiara;Shannon;27511787-0;shannon.kiara@camanchaca.cl;2;0
Slade.Carey;222453332;Slade;Carey;19230261-7;s_carey1557@camanchaca.cl;6;0
Inga.Ray;968424375;Inga;Ray;30673798-8;i.ray@camanchaca.cl;2;0
Clark.Sweeney;980970612;Clark;Sweeney;35251270-2;sweeney_clark@camanchaca.cl;7;1
Emily.Mckay;511856395;Emily;Mckay;305990-1;m_emily4279@camanchaca.cl;5;0
Dale.Decker;104757631;Dale;Decker;31234372-K;d_decker1192@camanchaca.cl;3;1
Mason.Daugherty;865077600;Mason;Daugherty;16691901-0;m.daugherty@camanchaca.cl;5;1
